"区段","边界行","候选排名","当前累计伤害差","预计最终伤害差","参考后缀合法","参考后缀完成行","参考后缀总行","首次失败原因","战意差","龙驭差","马上状态变化","流血层数差","流血品质差","冷却剩余毫秒差","增益剩余毫秒差","充能差"
"thunder-4-to-5","80","2","6937341.749572992","6937341.749572754","false","0","69","龙牙需要1点战意，当前只有0点","-5","-1","true","0","0","{""destroy"":2130,""dragonRoar"":-2130,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":1217.5,""poLouLan"":-6782.5}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-4-to-5","80","3","6937341.749572992","6937341.749572754","false","0","69","龙牙需要1点战意，当前只有0点","-5","0","false","0","0","{""destroy"":2130,""dragonRoar"":-2130,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":1217.5,""poLouLan"":-6782.5}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-5-to-6","105","1","24550120.13512945","24550120.13512945","false","0","44","马上无法施展任驰骋，需要先下马","-5","-14","true","0","-1","{""destroy"":0,""dragonRoar"":-2435,""charge"":21720,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":13127.5,""breakArmy"":1217.5,""poLouLan"":-6782.5}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":-1,""nextRechargeMs"":0}}"
"thunder-5-to-6","105","2","23827809.67599082","23827809.67599106","false","0","44","马上无法施展任驰骋，需要先下马","-3","-14","true","0","0","{""destroy"":0,""dragonRoar"":-3347.5,""charge"":20502.5,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":11910,""breakArmy"":1217.5,""poLouLan"":-1217.5}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":-1,""nextRechargeMs"":0}}"
"thunder-5-to-6","105","3","22670801.500498056","22670801.500497818","false","0","44","马上无法施展任驰骋，需要先下马","-1","-14","true","0","0","{""destroy"":0,""dragonRoar"":-3347.5,""charge"":20502.5,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":11910,""breakArmy"":0,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":-1,""nextRechargeMs"":0}}"
"thunder-6-to-7","128","1","0","0","true","21","21","","0","0","false","0","0","{""destroy"":0,""dragonRoar"":0,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":0,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-6-to-7","128","2","1000937.1760237217","-1785164.8978414536","true","21","21","","0","0","false","0","-1","{""destroy"":-2435,""dragonRoar"":2435,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":0,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-6-to-7","128","3","3348445.0794909","-17162.991444587708","false","1","21","龙牙需要1点战意，当前只有0点","-2","0","false","0","-1","{""destroy"":-4870,""dragonRoar"":1217.5,""charge"":-3652.5,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":-3652.5,""breakArmy"":1217.5,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-7-to-end","149","1","0","0","true","0","0","","0","0","false","0","0","{""destroy"":0,""dragonRoar"":0,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":0,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-7-to-end","149","2","-1803022.737821579","-1803022.737821579","true","0","0","","-1","0","false","0","-1","{""destroy"":-4565,""dragonRoar"":4565,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":0,""poLouLan"":3130}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
"thunder-7-to-end","149","3","-2474202.9813890457","-2474202.9813890457","true","0","0","","0","2","true","0","0","{""destroy"":0,""dragonRoar"":0,""charge"":0,""orange"":0}","{""thunder"":0,""orange"":0,""ride"":0,""breakArmy"":0,""poLouLan"":0}","{""thunder"":{""ready"":0,""nextRechargeMs"":0},""ride"":{""ready"":0,""nextRechargeMs"":0}}"
